"Number","Entity","Transaction Date","Employee","Account Name","Is Deposited","Bank Account","Reconciliation Date","Amount","AR Amount (CAD)","Exported","Memo","Amount (CAD)","Tax Amount (CAD)","Tax Amount","Withholding Tax Amount (CAD)","Withholding Tax Amount","Division","Currency","Exchange Rate","Reverse Exchange Rate","Is Printed","Online Payment","Credit (CAD)","Template Name","Realized Amount (CAD)","Gain/Loss (CAD)","Attachments","Settled Date","Confirmation Number","Status"
"00032516132023","Costco Vaughan Wet","08/28/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,603.89","No",,"34,479.19","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"34,479.19","-875.30","No",,,
"24908","Top Banana","08/25/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 23,751.00","32,063.85","No",,"32,277.61","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"32,277.61","-213.76","No",,,
"00032436092023","Costco Vaughan Wet","08/25/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,286.88","33,492.47","No",,"34,364.87","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"34,364.87","-872.40","No",,,
"KPI00967","Krown Produce  Fresh At Its Best™","08/25/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 68,985.00","92,313.43","No",,"93,750.62","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"93,750.62","-1,437.19","No",,,
"200576","GO FRESH","08/25/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 21,986.88","29,258.14","No",,"29,880.17","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"29,880.17","-622.03","No",,,
"2000165968","Sobeys Quebec City","08/24/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 14,544.00","19,205.35","No",,"19,750.75","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"19,750.75","-545.40","No",,,
"2000165968","Sobeys BCH","08/24/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 46,176.00","60,975.41","No",,"62,707.01","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"62,707.01","-1,731.60","No",,,
"17994","Chiovitti Banana Co., Ltd","08/23/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 60,792.00","81,022.92","No",,"82,798.70","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"82,798.70","-1,775.78","No",,,
"00032318692023","Costco Vaughan Wet","08/23/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,553.15","No",,"34,390.39","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"34,390.39","-837.24","No",,,
"00032318692023","Costco Varennes","08/23/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,553.15","No",,"34,390.39","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"34,390.39","-837.24","No",,,
"561370","Courchesne Larose","08/23/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,574.40","33,834.93","No",,"34,666.10","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"34,666.10","-831.17","No",,,
"24858","Top Banana","08/22/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 23,751.00","31,873.84","No",,"32,194.48","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"32,194.48","-320.64","No",,,
"00032192072023","Costco Varennes","08/21/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,502.41","No",,"34,390.39","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"34,390.39","-887.98","No",,,
"00032192072023","Costco Vaughan Wet","08/21/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 50,742.00","66,890.65","No",,"68,780.78","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"68,780.78","-1,890.13","No",,,
"00032115172023","Costco Vaughan Wet","08/18/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,565.83","No",,"34,453.82","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"34,453.82","-887.99","No",,,
"24815","Top Banana","08/18/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 23,751.00","31,470.07","No",,"32,253.86","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"32,253.86","-783.79","No",,,
"00032003722023","Costco Vaughan Wet","08/16/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,362.87","No",,"34,326.96","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"34,326.96","-964.09","No",,,
"00032003722023","Costco Varennes","08/16/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,362.87","No",,"34,326.96","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"34,326.96","-964.09","No",,,
"17947","Chiovitti Banana Co., Ltd","08/16/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 63,676.80","84,297.22","No",,"86,154.71","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"86,154.71","-1,857.49","No",,,
"8/15/2023","Sobeys BCH","08/15/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 23,088.00","30,453.07","No",,"31,261.15","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"31,261.15","-808.08","No",,,
"8/15/2023","Sobeys Quebec City","08/15/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 16,968.00","22,491.09","No",,"22,974.67","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"22,974.67","-483.58","No",,,
"005720627358","Costco Varennes","08/14/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,362.87","No",,"34,225.48","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"34,225.48","-862.61","No",,,
"005720627358","Costco Vaughan Wet","08/14/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 50,742.00","67,080.93","No",,"68,450.96","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"68,450.96","-1,370.03","No",,,
"005720627354","Costco Vaughan Wet","08/11/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,756.12","No",,"34,238.17","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"34,238.17","-482.05","No",,,
"200569","GO FRESH","08/11/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 12,950.40","17,101.00","No",,"17,476.57","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"17,476.57","-375.57","No",,,
"26524","Top Banana","08/11/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 23,751.00","31,410.70","No",,"32,051.98","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"32,051.98","-641.28","No",,,
"2000143648","Sobeys Quebec City","08/10/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 7,272.00","9,693.58","No",,"9,769.93","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.34","No","No","0.00",,"9,769.93","-76.35","No",,,
"2000143648","Sobeys BCH","08/10/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 46,176.00","61,529.52","No",,"62,037.46","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.34","No","No","0.00",,"62,037.46","-507.94","No",,,
"17881","Chiovitti Banana Co., Ltd","08/10/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 80,980.80","107,037.36","No",,"108,797.70","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.34","No","No","0.00",,"108,797.70","-1,760.34","No",,,
"26472","Top Banana","08/09/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 23,796.00","31,422.62","No",,"32,029.42","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"32,029.42","-606.80","No",,,
"00031662432023","Costco Varennes","08/09/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,794.17","No",,"34,149.37","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"34,149.37","-355.20","No",,,
"00031662432023","Costco Vaughan Wet","08/09/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,794.17","No",,"34,149.37","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"34,149.37","-355.20","No",,,
"561228","Courchesne Larose","08/09/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 28,454.40","38,128.90","No",,"38,299.62","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"38,299.62","-170.72","No",,,
"KPI00947","Krown Produce  Fresh At Its Best™","08/08/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 23,040.00","30,320.64","No",,"30,896.64","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.34","No","No","0.00",,"30,896.64","-576.00","No",,,
"00031559112023","Costco Varennes","08/07/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,997.14","No",,"34,047.88","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.34","No","No","0.00",,"34,047.88","-50.74","No",,,
"00031559112023","Costco Vaughan Wet","08/07/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 50,742.00","67,816.68","No",,"68,095.76","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.34","No","No","0.00",,"68,095.76","-279.08","No",,,
"00031474682023","Costco Vaughan Wet","08/04/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,844.91","No",,"34,047.88","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.34","No","No","0.00",,"34,047.88","-202.97","No",,,
"2000135450","Sobeys BCH","08/04/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 23,088.00","30,707.04","No",,"30,984.10","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.34","No","No","0.00",,"30,984.10","-277.06","No",,,
"2000135450","Sobeys Quebec City","08/04/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 18,180.00","24,136.98","No",,"24,397.56","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.34","No","No","0.00",,"24,397.56","-260.58","No",,,
"17814","Chiovitti Banana Co., Ltd","08/02/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 62,119.20","82,331.61","No",,"82,835.95","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.33","No","No","0.00",,"82,835.95","-504.34","No",,,
"00031362032023","Costco Varennes","08/02/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,768.80","No",,"33,768.80","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.33","No","No","0.00",,"0.00","0.00","No",,,
"00031362032023","Costco Vaughan Wet","08/02/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,768.80","No",,"33,768.80","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.33","No","No","0.00",,"0.00","0.00","No",,,
"560997","Courchesne Larose","08/02/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,574.40","33,937.23","No",,"34,039.53","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.33","No","No","0.00",,"34,039.53","-102.30","No",,,
"26222","Top Banana","08/01/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 23,796.00","31,291.74","No",,"31,672.48","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.33","No","No","0.00",,"31,672.48","-380.74","No",,,
"2000129982","Sobeys Whitby","08/01/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 6,060.00","7,999.20","No",,"8,065.86","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.33","No","No","0.00",,"8,065.86","-66.66","No",,,
"26001","Top Banana","07/31/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 23,796.00","31,660.58","No",,"31,529.70","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.32","No","No","0.00",,"31,529.70","130.88","No",,,
"273","Moisson Montréal inc.","07/31/2023","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD RBC","07/31/2023","CAD 26,524.80","26,524.80","No",,"26,524.80","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","No",,,
"00031228632023","Costco Vaughan Wet","07/31/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 50,742.00","67,486.86","No",,"67,283.89","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.33","No","No","0.00",,"67,283.89","202.97","No",,,
"200561","GO FRESH","07/28/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 6,475.20","8,631.44","No",,"8,586.12","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.75","1.33","No","No","0.00",,"8,586.12","45.32","No",,,
"00031139822023","Costco Varennes","07/28/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 25,371.00","33,667.32","No",,"33,603.89","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"33,603.89","63.43","No",,,
"2000123954","Sobeys BCH","07/27/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 23,088.00","30,868.66","No",,"30,580.06","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"30,580.06","288.60","No",,,
"2000123954","Sobeys Quebec City","07/27/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 7,272.00","9,722.66","No",,"9,631.76","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"9,631.76","90.90","No",,,
"2000123954","Sobeys BCH","07/27/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 46,176.00","61,067.76","No",,"61,160.11","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"61,160.11","-92.35","No",,,
"00031081202023","Costco Vaughan Wet","07/27/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 25,371.00","33,489.72","No",,"33,603.89","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"33,603.89","-114.17","No",,,
"560878","Courchesne Larose","07/26/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 25,574.40","34,192.97","No",,"33,873.29","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"33,873.29","319.68","No",,,
"00031025522023","Costco Vaughan Wet","07/26/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 25,371.00","33,616.58","No",,"33,515.09","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"33,515.09","101.49","No",,,
"00031025522023","Costco Varennes","07/26/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 25,371.00","33,616.58","No",,"33,515.09","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"33,515.09","101.49","No",,,
"KPI00923","Krown Produce  Fresh At Its Best™","07/26/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 69,120.00","91,745.28","No",,"91,549.44","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"91,549.44","195.84","No",,,
"17760","Chiovitti Banana Co., Ltd","07/26/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 79,896.00","106,581.54","No",,"105,822.25","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"105,822.25","759.29","No",,,
"00030883262023","Costco Vaughan Wet","07/24/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 50,742.00","66,979.44","No",,"67,106.29","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"67,106.29","-126.85","No",,,
,"Top Banana","07/24/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 23,796.00","31,720.07","No",,"31,470.21","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"31,470.21","249.86","No",,,
"25804","Top Banana","07/21/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 23,796.00","31,672.48","No",,"31,422.62","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"31,422.62","249.86","No",,,
,"GO FRESH","07/21/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 24,605.76","32,689.41","No",,"32,491.91","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"32,491.91","197.50","No",,,
"00030817942023","Costco Varennes","07/21/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 25,371.00","33,616.58","No",,"33,388.24","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"33,388.24","228.34","No",,,
"00030817942023","Costco Vaughan Wet","07/21/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 25,371.00","33,616.58","No",,"33,388.24","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"33,388.24","228.34","No",,,
"17702","Chiovitti Banana Co., Ltd","07/19/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","07/31/2023","USD 79,154.40","105,123.76","No",,"104,721.27","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.76","1.32","No","No","0.00",,"104,721.27","402.49","No",,,
