Type,Number,Applied to,Date,Employee,Account Name,Debit (CAD),Credit (CAD),Balance (CAD),Memo,Reconciliation Date,Debit,Credit,Balance,Cleared,Clearing,Currency,Internal Type,Amount (CAD),Amount
Invoice,3919,"Chiovitti Banana Co., Ltd",03/24/2022,Karyne Manseau,Ventes,,"27,105.49","27,105.49",,,USD 0.00,"USD 21,532.80","USD 21,532.80",No,No,United States Dollar,Invoice,"27,105.49","USD 21,532.80"
Invoice,3919,"Chiovitti Banana Co., Ltd",03/24/2022,Karyne Manseau,Inventaire des fruits,,"13,060.08","-13,060.08",,,CAD 0.00,"CAD 13,060.08","CAD -13,060.08",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"13,060.08","CAD 13,060.08"
Invoice,3919,"Chiovitti Banana Co., Ltd",03/24/2022,Karyne Manseau,Coût du fruit,"13,060.08",,"-13,060.08",,,"CAD 13,060.08",CAD 0.00,"CAD -13,060.08",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"13,060.08","CAD 13,060.08"
Bill,2037,Fairtrade Canada inc.,03/24/2022,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,2037,Fairtrade Canada inc.,03/24/2022,Karyne Manseau,Frais de licence CA,235.09,,-235.09,,,CAD 235.09,CAD 0.00,CAD -235.09,No,No,Canadian Dollar,Bill,235.09,CAD 235.09
Bill,2037,Fairtrade Canada inc.,03/24/2022,Karyne Manseau,Frais courus Fairtrade CA,,235.09,235.09,,,CAD 0.00,CAD 235.09,CAD 235.09,No,No,Canadian Dollar,BillLine,-235.09,CAD -235.09
Bill,2037,AgroFair,03/24/2022,Karyne Manseau,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,2037,AgroFair,03/24/2022,Karyne Manseau,Frais qualité - origine,120.84,,-120.84,,,USD 96.00,USD 0.00,USD -96.00,No,No,United States Dollar,Bill,120.84,USD 96.00
Bill,2037,AgroFair,03/24/2022,Karyne Manseau,Frais courus qualité-origine,,120.84,120.84,,,USD 0.00,USD 96.00,USD 96.00,No,No,United States Dollar,BillLine,-120.84,USD -96.00
Bill,22H57938,Holt Cargo Systems LLC,03/25/2022,Karyne Manseau,Comptes payables USD,,"2,719.19","-2,719.19",,,USD 0.00,"USD 2,175.00","USD -2,175.00",No,No,United States Dollar,Bill,"2,719.19","USD 2,175.00"
Bill,22H57938,Holt Cargo Systems LLC,03/25/2022,Karyne Manseau,Livraison au client,"2,719.19",,"-2,719.19",,,"USD 2,175.00",USD 0.00,"USD -2,175.00",No,No,United States Dollar,Bill,"2,719.19","USD 2,175.00"
Bill,22H57908,Holt Cargo Systems LLC,03/25/2022,Karyne Manseau,Comptes payables USD,,"2,906.72","-2,906.72",,,USD 0.00,"USD 2,325.00","USD -2,325.00",No,No,United States Dollar,Bill,"2,906.72","USD 2,325.00"
Bill,22H57908,Holt Cargo Systems LLC,03/25/2022,Karyne Manseau,Livraison au client,"2,625.42",,"-2,625.42",,,"USD 2,100.00",USD 0.00,"USD -2,100.00",No,No,United States Dollar,Bill,"2,625.42","USD 2,100.00"
Bill,22H57908,Holt Cargo Systems LLC,03/25/2022,Karyne Manseau,Reefer plugin,281.30,,-281.30,,,USD 225.00,USD 0.00,USD -225.00,No,No,United States Dollar,Bill,281.30,USD 225.00
Bill,3/25/2022,Gloucester Terminals LLC,03/25/2022,Karyne Manseau,Comptes payables USD,,12.55,-12.55,,,USD 0.00,USD 10.00,USD -10.00,No,No,United States Dollar,Bill,12.55,USD 10.00
Bill,3/25/2022,Gloucester Terminals LLC,03/25/2022,Karyne Manseau,Frais bancaires,12.54,,-12.54,,,USD 10.00,USD 0.00,USD -10.00,No,No,United States Dollar,Bill,12.54,USD 10.00
Bill,3/25/2022,Sealand,03/25/2022,Karyne Manseau,Comptes payables USD,,12.55,-12.55,,,USD 0.00,USD 10.00,USD -10.00,No,No,United States Dollar,Bill,12.55,USD 10.00
Bill,3/25/2022,Maersk,03/25/2022,Karyne Manseau,Frais bancaires,12.54,,-12.54,,,USD 10.00,USD 0.00,USD -10.00,No,No,United States Dollar,Bill,12.54,USD 10.00
Bill,22T99773-2025,Gloucester Terminals LLC,03/25/2022,Karyne Manseau,Comptes payables USD,,812.63,-812.63,,,USD 0.00,USD 650.00,USD -650.00,No,No,United States Dollar,Bill,812.63,USD 650.00
Bill,22T99773-2025,Gloucester Terminals LLC,03/25/2022,Karyne Manseau,Manutention port,812.63,,-812.63,,,USD 650.00,USD 0.00,USD -650.00,No,No,United States Dollar,Bill,812.63,USD 650.00
Bill,22T99773-2023,Gloucester Terminals LLC,03/25/2022,Karyne Manseau,Comptes payables USD,,812.63,-812.63,,,USD 0.00,USD 650.00,USD -650.00,No,No,United States Dollar,Bill,812.63,USD 650.00
Bill,22T99773-2023,Gloucester Terminals LLC,03/25/2022,Karyne Manseau,Manutention port,812.63,,-812.63,,,USD 650.00,USD 0.00,USD -650.00,No,No,United States Dollar,Bill,812.63,USD 650.00
Bill,22T99773-2024,Gloucester Terminals LLC,03/25/2022,Karyne Manseau,Comptes payables USD,,812.63,-812.63,,,USD 0.00,USD 650.00,USD -650.00,No,No,United States Dollar,Bill,812.63,USD 650.00
Bill,22T99773-2024,Gloucester Terminals LLC,03/25/2022,Karyne Manseau,Manutention port,812.63,,-812.63,,,USD 650.00,USD 0.00,USD -650.00,No,No,United States Dollar,Bill,812.63,USD 650.00
Bill,3/25/2022,APPBOSA,03/25/2022,Karyne Manseau,Comptes payables USD,,12.55,-12.55,,,USD 0.00,USD 10.00,USD -10.00,No,No,United States Dollar,Bill,12.55,USD 10.00
Bill,3/25/2022,APPBOSA,03/25/2022,Karyne Manseau,Frais bancaires,12.54,,-12.54,,,USD 10.00,USD 0.00,USD -10.00,No,No,United States Dollar,Bill,12.54,USD 10.00
Bill Payment,4274,APPBOSA,03/25/2022,Karyne Manseau,Comptant USD,,"34,889.65","-34,889.65",,03/31/2022,USD 0.00,"USD 27,811.60","USD -27,811.60",Yes,No,United States Dollar,BillPaymentCheck,"34,889.65","USD 27,811.60"
Check,4274,APPBOSA,03/25/2022,Karyne Manseau,Comptes payables USD,"35,288.08",,"-35,288.08",,,"USD 27,811.60",USD 0.00,"USD -27,811.60",Yes,No,United States Dollar,CheckAdjustLine,"35,288.08","USD 27,811.60"
Check,4274,APPBOSA,03/25/2022,Karyne Manseau,Gains/Pertes de change réalisés Magaya,,398.43,398.43,Currency Adjustment,,CAD 0.00,CAD 398.43,CAD 398.43,Yes,No,Canadian Dollar,CheckAdjustLine,-398.43,CAD -398.43
Bill Payment,4275,Gloucester Terminals LLC,03/25/2022,Karyne Manseau,Comptant USD,,"2,458.82","-2,458.82",,03/31/2022,USD 0.00,"USD 1,960.00","USD -1,960.00",Yes,No,United States Dollar,BillPaymentCheck,"2,458.82","USD 1,960.00"
Check,4275,Gloucester Terminals LLC,03/25/2022,Karyne Manseau,Comptes payables USD,"2,467.21",,"-2,467.21",,,"USD 1,960.00",USD 0.00,"USD -1,960.00",Yes,No,United States Dollar,CheckAdjustLine,"2,467.21","USD 1,960.00"
Check,4275,Gloucester Terminals LLC,03/25/2022,Karyne Manseau,Gains/Pertes de change réalisés Magaya,,8.39,8.39,Currency Adjustment,,CAD 0.00,CAD 8.39,CAD 8.39,Yes,No,Canadian Dollar,CheckAdjustLine,-8.39,CAD -8.39
Bill,2045,AgroFair,03/25/2022,Karyne Manseau,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,2045,AgroFair,03/25/2022,Karyne Manseau,Frais qualité - origine,120.02,,-120.02,,,USD 96.00,USD 0.00,USD -96.00,No,No,United States Dollar,Bill,120.02,USD 96.00
Bill,2045,AgroFair,03/25/2022,Karyne Manseau,Frais courus qualité-origine,,120.02,120.02,,,USD 0.00,USD 96.00,USD 96.00,No,No,United States Dollar,BillLine,-120.02,USD -96.00
Bill,2039,Fairtrade Canada inc.,03/25/2022,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,2039,Fairtrade Canada inc.,03/25/2022,Karyne Manseau,Frais de licence CA,235.09,,-235.09,,,CAD 235.09,CAD 0.00,CAD -235.09,No,No,Canadian Dollar,Bill,235.09,CAD 235.09
Bill,2039,Fairtrade Canada inc.,03/25/2022,Karyne Manseau,Frais courus Fairtrade CA,,235.09,235.09,,,CAD 0.00,CAD 235.09,CAD 235.09,No,No,Canadian Dollar,BillLine,-235.09,CAD -235.09
Bill,3/25/2022,COQUIMBA,03/25/2022,Karyne Manseau,Comptes payables USD,,12.55,-12.55,,,USD 0.00,USD 10.00,USD -10.00,No,No,United States Dollar,Bill,12.55,USD 10.00
Bill,3/25/2022,COQUIMBA,03/25/2022,Karyne Manseau,Frais bancaires,12.54,,-12.54,,,USD 10.00,USD 0.00,USD -10.00,No,No,United States Dollar,Bill,12.54,USD 10.00
Bill Payment,4276,COQUIMBA,03/25/2022,Karyne Manseau,Comptant USD,,"23,858.08","-23,858.08",,03/31/2022,USD 0.00,"USD 19,018.00","USD -19,018.00",Yes,No,United States Dollar,BillPaymentCheck,"23,858.08","USD 19,018.00"
Check,4276,COQUIMBA,03/25/2022,Karyne Manseau,Comptes payables USD,"24,223.99",,"-24,223.99",,,"USD 19,018.00",USD 0.00,"USD -19,018.00",Yes,No,United States Dollar,CheckAdjustLine,"24,223.99","USD 19,018.00"
Check,4276,COQUIMBA,03/25/2022,Karyne Manseau,Gains/Pertes de change réalisés Magaya,,365.91,365.91,Currency Adjustment,,CAD 0.00,CAD 365.91,CAD 365.91,Yes,No,Canadian Dollar,CheckAdjustLine,-365.91,CAD -365.91
Bill,2035,Fairtrade Canada inc.,03/25/2022,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,2035,Fairtrade Canada inc.,03/25/2022,Karyne Manseau,Frais de licence CA,235.09,,-235.09,,,CAD 235.09,CAD 0.00,CAD -235.09,No,No,Canadian Dollar,Bill,235.09,CAD 235.09
Bill,2035,Fairtrade Canada inc.,03/25/2022,Karyne Manseau,Frais courus Fairtrade CA,,235.09,235.09,,,CAD 0.00,CAD 235.09,CAD 235.09,No,No,Canadian Dollar,BillLine,-235.09,CAD -235.09
Bill,3/25/2022,COQUIMBA,03/25/2022,Karyne Manseau,Comptes payables USD,,12.55,-12.55,,,USD 0.00,USD 10.00,USD -10.00,No,No,United States Dollar,Bill,12.55,USD 10.00
Bill,3/25/2022,COQUIMBA,03/25/2022,Karyne Manseau,Frais bancaires,12.54,,-12.54,,,USD 10.00,USD 0.00,USD -10.00,No,No,United States Dollar,Bill,12.54,USD 10.00
Bill Payment,4277,COQUIMBA,03/25/2022,Karyne Manseau,Comptant USD,,"2,421.18","-2,421.18",,03/31/2022,USD 0.00,"USD 1,930.00","USD -1,930.00",Yes,No,United States Dollar,BillPaymentCheck,"2,421.18","USD 1,930.00"
Check,4277,COQUIMBA,03/25/2022,Karyne Manseau,Comptes payables USD,"2,458.17",,"-2,458.17",,,"USD 1,930.00",USD 0.00,"USD -1,930.00",Yes,No,United States Dollar,CheckAdjustLine,"2,458.17","USD 1,930.00"
Check,4277,COQUIMBA,03/25/2022,Karyne Manseau,Gains/Pertes de change réalisés Magaya,,36.99,36.99,Currency Adjustment,,CAD 0.00,CAD 36.99,CAD 36.99,Yes,No,Canadian Dollar,CheckAdjustLine,-36.99,CAD -36.99
Bill Payment,3/25/2022,Desjardins Assurances,03/25/2022,Karyne Manseau,Comptant CAD,,"1,456.74","-1,456.74",,03/31/2022,CAD 0.00,"CAD 1,456.74","CAD -1,456.74",Yes,No,Canadian Dollar,BillPaymentCheck,"1,456.74","CAD 1,456.74"
Check,3/25/2022,Desjardins Assurances,03/25/2022,Karyne Manseau,Comptes payables CAD,"1,456.74",,"-1,456.74",,,"CAD 1,456.74",CAD 0.00,"CAD -1,456.74",Yes,No,Canadian Dollar,CheckAdjustLine,"1,456.74","CAD 1,456.74"
Bill,C39422491-00,FEDEX,03/25/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C39422491-00,FEDEX,03/25/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C39422491-00,FEDEX,03/25/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,C39423701-00,FEDEX,03/25/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C39423701-00,FEDEX,03/25/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C39423701-00,FEDEX,03/25/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,C39428058-00,FEDEX,03/25/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C39428058-00,FEDEX,03/25/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C39428058-00,FEDEX,03/25/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,C39553748-00,FEDEX,03/25/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C39553748-00,FEDEX,03/25/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C39553748-00,FEDEX,03/25/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,C39423594-00,FEDEX,03/25/2022,Karyne Manseau,Comptes payables CAD,,48.74,-48.74,,,CAD 0.00,CAD 48.74,CAD -48.74,No,No,Canadian Dollar,Bill,48.74,CAD 48.74
Bill,C39423594-00,FEDEX,03/25/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C39423594-00,FEDEX,03/25/2022,Karyne Manseau,TPS/TVH payées sur achat,2.12,,-2.12,,,CAD 2.12,CAD 0.00,CAD -2.12,No,No,Canadian Dollar,BillLine,2.12,CAD 2.12
Bill,C39423594-00,FEDEX,03/25/2022,Karyne Manseau,TVQ payée sur les achats,4.22,,-4.22,,,CAD 4.22,CAD 0.00,CAD -4.22,No,No,Canadian Dollar,BillLine,4.22,CAD 4.22
Bill,9526920888,Sealand,03/25/2022,Karyne Manseau,Comptes payables USD,,"6,037.91","-6,037.91",,,USD 0.00,"USD 4,813.00","USD -4,813.00",No,No,United States Dollar,Bill,"6,037.91","USD 4,813.00"
Bill,9526920888,Maersk,03/25/2022,Karyne Manseau,Transport Maritime,"6,037.91",,"-6,037.91",,,"USD 4,813.00",USD 0.00,"USD -4,813.00",No,No,United States Dollar,Bill,"6,037.91","USD 4,813.00"
Bill,9526920893,Sealand,03/25/2022,Karyne Manseau,Comptes payables USD,,"6,037.91","-6,037.91",,,USD 0.00,"USD 4,813.00","USD -4,813.00",No,No,United States Dollar,Bill,"6,037.91","USD 4,813.00"
Bill,9526920893,Maersk,03/25/2022,Karyne Manseau,Transport Maritime,"6,037.91",,"-6,037.91",,,"USD 4,813.00",USD 0.00,"USD -4,813.00",No,No,United States Dollar,Bill,"6,037.91","USD 4,813.00"
Bill,9526920889,Sealand,03/25/2022,Karyne Manseau,Comptes payables USD,,"6,037.91","-6,037.91",,,USD 0.00,"USD 4,813.00","USD -4,813.00",No,No,United States Dollar,Bill,"6,037.91","USD 4,813.00"
Bill,9526920889,Maersk,03/25/2022,Karyne Manseau,Transport Maritime,"6,037.91",,"-6,037.91",,,"USD 4,813.00",USD 0.00,"USD -4,813.00",No,No,United States Dollar,Bill,"6,037.91","USD 4,813.00"
Bill,9526920890,Sealand,03/25/2022,Karyne Manseau,Comptes payables USD,,"6,037.91","-6,037.91",,,USD 0.00,"USD 4,813.00","USD -4,813.00",No,No,United States Dollar,Bill,"6,037.91","USD 4,813.00"
Bill,9526920890,Maersk,03/25/2022,Karyne Manseau,Transport Maritime,"6,037.91",,"-6,037.91",,,"USD 4,813.00",USD 0.00,"USD -4,813.00",No,No,United States Dollar,Bill,"6,037.91","USD 4,813.00"
Bill,9526920891,Sealand,03/25/2022,Karyne Manseau,Comptes payables USD,,"6,037.91","-6,037.91",,,USD 0.00,"USD 4,813.00","USD -4,813.00",No,No,United States Dollar,Bill,"6,037.91","USD 4,813.00"
Bill,9526920891,Maersk,03/25/2022,Karyne Manseau,Transport Maritime,"6,037.91",,"-6,037.91",,,"USD 4,813.00",USD 0.00,"USD -4,813.00",No,No,United States Dollar,Bill,"6,037.91","USD 4,813.00"
Bill Payment,4278,Sealand,03/25/2022,Karyne Manseau,Comptant USD,,"35,128.51","-35,128.51",,03/31/2022,USD 0.00,"USD 28,002.00","USD -28,002.00",Yes,No,United States Dollar,BillPaymentCheck,"35,128.51","USD 28,002.00"
Check,4278,Sealand,03/25/2022,Karyne Manseau,Comptes payables USD,"35,128.52",,"-35,128.52",,,"USD 28,002.00",USD 0.00,"USD -28,002.00",Yes,No,United States Dollar,CheckAdjustLine,"35,128.52","USD 28,002.00"
Check,4278,Sealand,03/25/2022,Karyne Manseau,Gains/Pertes de change réalisés Magaya,,0.01,0.01,Currency Adjustment,,CAD 0.00,CAD 0.01,CAD 0.01,Yes,No,Canadian Dollar,CheckAdjustLine,-0.01,CAD -0.01
Bill,3/25/2022,EL GUABO,03/25/2022,Karyne Manseau,Comptes payables USD,,12.55,-12.55,,,USD 0.00,USD 10.00,USD -10.00,No,No,United States Dollar,Bill,12.55,USD 10.00
Bill,3/25/2022,ASOGUABO,03/25/2022,Karyne Manseau,Frais bancaires,12.54,,-12.54,,,USD 10.00,USD 0.00,USD -10.00,No,No,United States Dollar,Bill,12.54,USD 10.00
Bill Payment,4279,EL GUABO,03/25/2022,Karyne Manseau,Comptant USD,,"47,927.19","-47,927.19",,03/31/2022,USD 0.00,"USD 38,316.00","USD -38,316.00",Yes,No,United States Dollar,BillPaymentCheck,"47,927.19","USD 38,316.00"
Check,4279,EL GUABO,03/25/2022,Karyne Manseau,Comptes payables USD,"48,232.15",,"-48,232.15",,,"USD 38,316.00",USD 0.00,"USD -38,316.00",Yes,No,United States Dollar,CheckAdjustLine,"48,232.15","USD 38,316.00"
Check,4279,EL GUABO,03/25/2022,Karyne Manseau,Gains/Pertes de change réalisés Magaya,,304.96,304.96,Currency Adjustment,,CAD 0.00,CAD 304.96,CAD 304.96,Yes,No,Canadian Dollar,CheckAdjustLine,-304.96,CAD -304.96
Journal Entry,4279,EL GUABO,03/25/2022,Karyne Manseau,Comptant USD,"47,927.19",,"-47,927.19",Paiement El Guabo prima,03/31/2022,"USD 38,316.00",USD 0.00,"USD -38,316.00",Yes,No,United States Dollar,JournalEntryLine,"-47,927.19","USD -38,316.00"
Journal Entry,4279,EL GUABO,03/25/2022,Karyne Manseau,Comptant CAD,,"47,927.19","47,927.19",Paiement El Guabo prima,03/31/2022,CAD 0.00,"CAD 47,927.19","CAD 47,927.19",Yes,No,Canadian Dollar,JournalEntryLine,"47,927.19","CAD 47,927.19"
Bill,009,Chic Sophistic Inc.,03/26/2022,Karyne Manseau,Comptes payables CAD,,"1,153.52","-1,153.52",,,CAD 0.00,"CAD 1,153.52","CAD -1,153.52",No,No,Canadian Dollar,Bill,"1,153.52","CAD 1,153.52"
Bill,009,Chic Sophistic Inc.,03/26/2022,Karyne Manseau,B2C Brand Building Canada,"1,023.52",,"-1,023.52",,,"CAD 1,023.52",CAD 0.00,"CAD -1,023.52",No,No,Canadian Dollar,Bill,"1,023.52","CAD 1,023.52"
Bill,009,Chic Sophistic Inc.,03/26/2022,Karyne Manseau,TPS/TVH payées sur achat,130.00,,-130.00,,,CAD 130.00,CAD 0.00,CAD -130.00,No,No,Canadian Dollar,BillLine,130.00,CAD 130.00
Bill,9526920927,Sealand,03/26/2022,Karyne Manseau,Comptes payables USD,,"6,284.76","-6,284.76",,,USD 0.00,"USD 5,027.00","USD -5,027.00",No,No,United States Dollar,Bill,"6,284.76","USD 5,027.00"
Bill,9526920927,Maersk,03/26/2022,Karyne Manseau,Transport Maritime,"6,284.76",,"-6,284.76",,,"USD 5,027.00",USD 0.00,"USD -5,027.00",No,No,United States Dollar,Bill,"6,284.76","USD 5,027.00"
Bill,9526920925,Sealand,03/26/2022,Karyne Manseau,Comptes payables USD,,"6,284.76","-6,284.76",,,USD 0.00,"USD 5,027.00","USD -5,027.00",No,No,United States Dollar,Bill,"6,284.76","USD 5,027.00"
Bill,9526920925,Maersk,03/26/2022,Karyne Manseau,Transport Maritime,"6,284.76",,"-6,284.76",,,"USD 5,027.00",USD 0.00,"USD -5,027.00",No,No,United States Dollar,Bill,"6,284.76","USD 5,027.00"
Bill,9526920909,Sealand,03/26/2022,Karyne Manseau,Comptes payables USD,,"6,703.57","-6,703.57",,,USD 0.00,"USD 5,362.00","USD -5,362.00",No,No,United States Dollar,Bill,"6,703.57","USD 5,362.00"
Bill,9526920909,Maersk,03/26/2022,Karyne Manseau,Transport Maritime,"6,703.57",,"-6,703.57",,,"USD 5,362.00",USD 0.00,"USD -5,362.00",No,No,United States Dollar,Bill,"6,703.57","USD 5,362.00"
Bill,9526920912,Sealand,03/26/2022,Karyne Manseau,Comptes payables USD,,975.16,-975.16,,,USD 0.00,USD 780.00,USD -780.00,No,No,United States Dollar,Bill,975.16,USD 780.00
Bill,9526920912,Maersk,03/26/2022,Karyne Manseau,Detention,975.16,,-975.16,,,USD 780.00,USD 0.00,USD -780.00,No,No,United States Dollar,Bill,975.16,USD 780.00
Bill,9526920904,Sealand,03/26/2022,Karyne Manseau,Comptes payables USD,"5,127.07",,"5,127.07",,,"USD 4,101.00",USD 0.00,"USD 4,101.00",No,No,United States Dollar,Bill,"-5,127.07","USD -4,101.00"
Bill,9526920904,Maersk,03/26/2022,Karyne Manseau,Transport Maritime,,"5,127.07","5,127.07",,,USD 0.00,"USD 4,101.00","USD 4,101.00",No,No,United States Dollar,Bill,"-5,127.07","USD -4,101.00"
Bill,9526920905,Sealand,03/26/2022,Karyne Manseau,Comptes payables USD,"1,576.50",,"1,576.50",,,"USD 1,261.00",USD 0.00,"USD 1,261.00",No,No,United States Dollar,Bill,"-1,576.50","USD -1,261.00"
Bill,9526920905,Maersk,03/26/2022,Karyne Manseau,Transport Maritime,,"1,576.50","1,576.50",,,USD 0.00,"USD 1,261.00","USD 1,261.00",No,No,United States Dollar,Bill,"-1,576.50","USD -1,261.00"
Bill,2036,AgroFair,03/26/2022,Karyne Manseau,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,2036,AgroFair,03/26/2022,Karyne Manseau,Frais qualité - origine,120.02,,-120.02,,,USD 96.00,USD 0.00,USD -96.00,No,No,United States Dollar,Bill,120.02,USD 96.00
Bill,2036,AgroFair,03/26/2022,Karyne Manseau,Frais courus qualité-origine,,120.02,120.02,,,USD 0.00,USD 96.00,USD 96.00,No,No,United States Dollar,BillLine,-120.02,USD -96.00
Bill,2045,Fairtrade Canada inc.,03/26/2022,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,2045,Fairtrade Canada inc.,03/26/2022,Karyne Manseau,Frais de licence CA,235.09,,-235.09,,,CAD 235.09,CAD 0.00,CAD -235.09,No,No,Canadian Dollar,Bill,235.09,CAD 235.09
Bill,2045,Fairtrade Canada inc.,03/26/2022,Karyne Manseau,Frais courus Fairtrade CA,,235.09,235.09,,,CAD 0.00,CAD 235.09,CAD 235.09,No,No,Canadian Dollar,BillLine,-235.09,CAD -235.09
Bill,2036,Fairtrade Canada inc.,03/26/2022,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,2036,Fairtrade Canada inc.,03/26/2022,Karyne Manseau,Frais de licence CA,220.40,,-220.40,,,CAD 220.40,CAD 0.00,CAD -220.40,No,No,Canadian Dollar,Bill,220.40,CAD 220.40
Bill,2036,Fairtrade Canada inc.,03/26/2022,Karyne Manseau,Frais courus Fairtrade CA,,220.40,220.40,,,CAD 0.00,CAD 220.40,CAD 220.40,No,No,Canadian Dollar,BillLine,-220.40,CAD -220.40
Bill,AFFE2132,C.I. AGRICOLAS LAS FLORES S.A.S.,03/26/2022,Karyne Manseau,Comptes payables USD,,"17,762.84","-17,762.84",,,USD 0.00,"USD 14,208.00","USD -14,208.00",No,No,United States Dollar,Bill,"17,762.84","USD 14,208.00"
Bill,AFFE2132,C.I. AGRICOLAS LAS FLORES S.A.S.,03/26/2022,Karyne Manseau,Prime sociale,"1,200.19",,"-1,200.19",,,USD 960.00,USD 0.00,USD -960.00,No,No,United States Dollar,Bill,"1,200.19",USD 960.00
Bill,AFFE2132,C.I. AGRICOLAS LAS FLORES S.A.S.,03/26/2022,Karyne Manseau,Inventaire des fruits,"16,562.65",,,,,"CAD 16,562.65",CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,"16,562.65","CAD 16,562.65"
Bill,2137266243,Adobe,03/26/2022,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,2137266243,Adobe,03/26/2022,Karyne Manseau,Design and Packaging,38.99,,-38.99,,,CAD 38.99,CAD 0.00,CAD -38.99,No,No,Canadian Dollar,Bill,38.99,CAD 38.99
Bill,2137266243,Adobe,03/26/2022,Karyne Manseau,TPS/TVH payées sur achat,5.07,,-5.07,,,CAD 5.07,CAD 0.00,CAD -5.07,No,No,Canadian Dollar,BillLine,5.07,CAD 5.07
Bill,2137266243,Adobe,03/26/2022,Karyne Manseau,Mastercard à payer,,44.06,44.06,,,CAD 0.00,CAD 44.06,CAD 44.06,No,No,Canadian Dollar,BillLine,-44.06,CAD -44.06
Invoice,5-3-24-2022,iTradeNetwork,03/27/2022,Karyne Manseau,Comptes clients USD,"5,705.91",,"5,705.91",,,"USD 4,564.00",USD 0.00,"USD 4,564.00",No,No,United States Dollar,Invoice,"5,705.91","USD 4,564.00"
